688,-26.5269
688,-23.6604
516,-22.9758
688,-24.8756
688,-29.9919
688,-28.5697
516,-30.2035
516,-27.612
516,-26.3119
516,-28.0302
688,-28.7331
688,-29.3611
688,-30.5702
516,-29.352
516,-27.1161
516,-28.2298
516,-29.2372
344,-30.9843
344,-28.9203
344,-27.196
344,-27.0772
516,-27.5258
344,-29.6096
344,-29.0894
344,-27.1114
344,-26.7095
344,-26.0056
516,-27.125
344,-29.47
344,-27.5346
344,-29.9653
344,-31.2173
344,-30.9577
344,-31.7867
172,-34.3202
172,-34.4293
344,-31.7174
344,-29.6421
172,-32.1448
172,-34.45
516,-31.3012
344,-25.4469
516,-22.6779
516,-23.5962
344,-22.3459
344,-23.5493
516,-27.4374
172,-37.3713
172,-44.5182
172,-54.3245
172,-60.399
3612,-40.4846
3440,-53.7369
172,-61.7167
0,-55.9503
172,-65.5458
3268,-35.0457
3612,-34.1058
3440,-26.205
3440,-20.0247
3268,-18.9503
3268,-18.595
3268,-17.0282
3096,-16.9306
3440,-20.849
3096,-13.5954
3440,-12.6614
2924,-19.7291
4300,-20.3763
3096,-21.8214
3096,-19.6574
3096,-27.6543
2752,-27.1358
3096,-34.9768
2408,-24.6585
2580,-37.9135
344,-32.3703
344,-21.6265
516,-18.7208
516,-17.374
516,-18.0159
516,-17.3968
516,-18.1187
516,-18.0001
516,-18.7852
516,-19.1464
516,-20.5254
516,-21.1837
516,-22.7117
516,-24.4597
516,-27.6957
172,-31.2004
1548,-35.4647
344,-37.9366
344,-49.0354
3440,-44.4729
1720,-35.7679
1720,-33.213
2408,-32.5223
1720,-36.5948
1548,-35.2362
1720,-37.7681
1548,-32.6009
172,-35.7344
344,-22.4486
516,-28.297
516,-28.2655
344,-26.3892
516,-29.5505
344,-26.6299
172,-29.0276
172,-30.351
344,-28.0761
172,-30.7156
172,-30.8607
344,-28.525
172,-31.4025
172,-31.5962
344,-28.6719
172,-30.5922
516,-23.0851
516,-20.5972
516,-20.9111
516,-20.7744
516,-21.8045
516,-28.6446
172,-38.6977
172,-40.3634
172,-43.0286
172,-57.9032
172,-50.9783
516,-49.7985
344,-45.3083
516,-60.2058
6880,-54.483
2236,-21.9306
2408,-25.1928
344,-28.2963
516,-24.3029
344,-23.4462
516,-23.6685
516,-24.1728
688,-24.6766
688,-23.0332
688,-21.9157
516,-21.3176
688,-23.6165
688,-27.6042
344,-27.6565
344,-26.7913
344,-27.2024
516,-27.9096
344,-29.6982
344,-27.4448
344,-25.3323
344,-24.7704
344,-25.3934
344,-26.1649
344,-25.5789
344,-23.9507
344,-24.4968
344,-29.154
516,-30.2255
344,-28.2587
344,-27.4778
344,-31.0499
172,-33.6801
172,-33.0111
344,-31.6956
172,-33.5642
172,-39.5533
344,-48.7212
344,-49.5209
0,-61.6674
172,-63.9755
0,-55.1125
0,-65.7129
3612,-32.3037
3612,-24.5836
4300,-23.8736
4644,-27.2595
4300,-26.5353
4816,-27.61
6708,-32.637
5332,-35.1031
6536,-44.5954
6192,-47.9603
4816,-55.2391
4300,-54.7936
0,-50.4542
0,-53.4986
8944,-58.5906
4816,-51.6913
4300,-51.8279
4644,-50.095
516,-42.4482
516,-43.2615
172,-32.1487
516,-25.8283
344,-31.8425
344,-41.0022
172,-52.2587
0,-55.6369
0,-62.6791
0,-59.3464
0,-56.2214
0,-59.7075
0,-53.1053
0,-54.8272
172,-71.8384
0,-63.732
0,-60.945
0,-64.374
172,-60.7991
0,-36.9775
0,-37.6688
1204,-39.7161
3612,-36.6823
3096,-32.9688
1032,-35.5786
1204,-33.8762
3612,-30.2515
3612,-29.6254
860,-36.2358
1204,-36.1921
1032,-32.2713
172,-31.3671
1032,-22.929
1204,-22.7919
1204,-21.6241
1032,-21.9469
1204,-27.1179
860,-24.0396
1032,-22.7165
1204,-25.9947
860,-25.4223
860,-21.897
860,-23.9594
1032,-28.7626
516,-33.5081
516,-29.7818
860,-28.0737
1032,-26.2149
1032,-28.168
1032,-29.4992
1032,-31.9161
1032,-34.925
1032,-36.7778
860,-33.8841
1032,-34.7133
1032,-29.3047
860,-39.6268
1204,-37.528
1032,-46.0915
1032,-45.6974
1204,-34.7572
1204,-45.8459
1032,-48.5499
172,-49.7351
1204,-27.7237
688,-44.7327
1032,-54.9788
1548,-56.9997
1204,-50.592
0,-56.9402
0,-51.4313
1376,-60.7415
172,-67.2626
0,-55.7584
172,-70.6765
0,-58.9238
4988,-75.7894
172,-70.4678
0,-62.5196
172,-66.9914
0,-65.9377
0,-58.4214
0,-53.7611
1720,-31.2247
1892,-38.9294
4644,-41.8465
1720,-51.4782
4300,-47.9826
4644,-45.5422
2580,-53.2238
1548,-46.5281
1376,-43.4276
0,-47.2801
516,-46.9141
2408,-52.9729
3612,-51.4908
0,-52.0428
516,-56.8616
0,-60.1217
0,-54.6522
2408,-57.5134
344,-60.8652
344,-62.5104
344,-63.1403
2408,-58.7876
2408,-58.4553
0,-62.5807
2408,-58.6673
0,-60.3114
2408,-56.8481
344,-63.1362
344,-61.2805
2408,-65.2306
0,-61.6843
0,-50.3124
0,-52.6327
